Date,Close
18/02/2005 16:00:00,59.19
25/02/2005 16:00:00,59.81
4/3/2005 16:00,59.94
11/3/2005 16:00,59.49
18/03/2005 16:00:00,60.55
24/03/2005 16:00:00,59.83
1/4/2005 16:00,61.16
8/4/2005 16:00,61.32
15/04/2005 16:00:00,59.31
22/04/2005 16:00:00,58.8
29/04/2005 16:00:00,60.95
6/5/2005 16:00,63.03
13/05/2005 16:00:00,64.02
20/05/2005 16:00:00,64.54
27/05/2005 16:00:00,65.4
3/6/2005 16:00,65.06
10/6/2005 16:00,65.15
17/06/2005 16:00:00,64.66
24/06/2005 16:00:00,63.51
1/7/2005 16:00,64.55
8/7/2005 16:00,62.5
15/07/2005 16:00:00,61.75
22/07/2005 16:00:00,62
29/07/2005 16:00:00,62.4
5/8/2005 16:00,62.83
12/8/2005 16:00,62.45
19/08/2005 16:00:00,62.46
26/08/2005 16:00:00,61.76
2/9/2005 16:00,61.58
9/9/2005 16:00,62.75
16/09/2005 16:00:00,62.38
23/09/2005 16:00:00,61.29
30/09/2005 16:00:00,61.04
7/10/2005 16:00,60.33
14/10/2005 16:00:00,60.72
21/10/2005 16:00:00,60.8
28/10/2005 16:00:00,61.32
4/11/2005 16:00,59.16
11/11/2005 16:00,59.39
18/11/2005 16:00:00,59.96
25/11/2005 16:00:00,60.65
2/12/2005 16:00,61.63
9/12/2005 16:00,62.92
16/12/2005 16:00:00,63.81
23/12/2005 16:00:00,63.56
30/12/2005 16:00:00,63.63
6/1/2006 16:00,65.47
13/01/2006 16:00:00,65.79
20/01/2006 16:00:00,64.88
27/01/2006 16:00:00,66.18
3/2/2006 16:00,68.92
10/2/2006 16:00,71.37
17/02/2006 16:00:00,72.84
24/02/2006 16:00:00,74.58
3/3/2006 16:00,73.5
10/3/2006 16:00,74.33
17/03/2006 16:00:00,75.95
24/03/2006 16:00:00,75.99
31/03/2006 16:00:00,75.13
7/4/2006 16:00,73.81
13/04/2006 16:00:00,72.83
21/04/2006 16:00:00,77.04
28/04/2006 16:00:00,75.9
5/5/2006 16:00,76.39
12/5/2006 16:00,74.62
19/05/2006 16:00:00,74.33
26/05/2006 16:00:00,72.33
2/6/2006 16:00,73.12
9/6/2006 16:00,72.06
16/06/2006 16:00:00,71.32
23/06/2006 16:00:00,71.31
30/06/2006 16:00:00,71.74
7/7/2006 16:00,73.22
14/07/2006 16:00:00,75.3
21/07/2006 16:00:00,75.63
28/07/2006 16:00:00,80.49
4/8/2006 16:00,83.54
11/8/2006 16:00,81.82
18/08/2006 16:00:00,83.55
25/08/2006 16:00:00,83.08
1/9/2006 16:00,83.68
8/9/2006 16:00,83.42
15/09/2006 16:00:00,83
22/09/2006 16:00:00,82.85
29/09/2006 16:00:00,86.06
6/10/2006 16:00,87.38
13/10/2006 16:00:00,88.6
20/10/2006 16:00:00,87
27/10/2006 16:00:00,84.61
3/11/2006 16:00,87
10/11/2006 16:00,85.75
17/11/2006 16:00:00,89.15
24/11/2006 16:00:00,89.33
1/12/2006 16:00,90.35
8/12/2006 16:00,91.82
15/12/2006 16:00:00,90.04
22/12/2006 16:00:00,91.7
29/12/2006 16:00:00,92.07
5/1/2007 16:00,92.02
12/1/2007 16:00,96.31
19/01/2007 16:00:00,97.27
26/01/2007 16:00:00,96.67
2/2/2007 16:00,98.46
9/2/2007 16:00,101.16
16/02/2007 16:00:00,101.95
23/02/2007 16:00:00,102.11
2/3/2007 16:00,95.44
9/3/2007 16:00,96.89
16/03/2007 16:00:00,97.8
23/03/2007 16:00:00,99.15
30/03/2007 16:00:00,97.02
5/4/2007 16:00,96.71
13/04/2007 16:00:00,96.24
20/04/2007 16:00:00,95.4
27/04/2007 16:00:00,96.69
4/5/2007 16:00,96.64
11/5/2007 16:00,98.84
18/05/2007 16:00:00,98.16
25/05/2007 16:00:00,97.01
1/6/2007 16:00,97.43
8/6/2007 16:00,96.89
15/06/2007 16:00:00,96.55
22/06/2007 16:00:00,93.39
29/06/2007 16:00:00,94.13
6/7/2007 16:00,96.63
13/07/2007 16:00:00,97.34
20/07/2007 16:00:00,97.89
27/07/2007 16:00:00,99.28
3/8/2007 16:00,99.37
10/8/2007 16:00,94.31
17/08/2007 16:00:00,96.22
24/08/2007 16:00:00,100.02
31/08/2007 16:00:00,99.14
7/9/2007 16:00,96.64
14/09/2007 16:00:00,101.34
21/09/2007 16:00:00,103.2
28/09/2007 16:00:00,108.49
5/10/2007 16:00,108.7
12/10/2007 16:00,111.67
19/10/2007 16:00:00,106.16
26/10/2007 16:00:00,108.61
2/11/2007 16:00,110.12
9/11/2007 16:00,109.35
16/11/2007 16:00:00,111.37
23/11/2007 16:00:00,111.01
30/11/2007 16:00:00,110.67
7/12/2007 16:00,111.01
14/12/2007 16:00:00,110.48
21/12/2007 16:00:00,110.48
28/12/2007 16:00:00,106.78
4/1/2008 16:00,106.5
11/1/2008 16:00,109.46
18/01/2008 16:00:00,101.88
25/01/2008 16:00:00,105.49
1/2/2008 16:00,108.12
8/2/2008 16:00,105.76
15/02/2008 16:00:00,105.76
22/02/2008 16:00:00,105.12
29/02/2008 16:00:00,103.2
7/3/2008 16:00,103.18
14/03/2008 16:00:00,100.54
20/03/2008 16:00:00,100.05
28/03/2008 16:00:00,100.18
4/4/2008 16:00,100.81
11/4/2008 16:00,103.01
18/04/2008 16:00:00,106.24
25/04/2008 16:00:00,107.63
2/5/2008 16:00,106.93
9/5/2008 16:00,105.84
16/05/2008 16:00:00,109.16
23/05/2008 16:00:00,107.42
30/05/2008 16:00:00,109.44
6/6/2008 16:00,103.75
13/06/2008 16:00:00,104.07
20/06/2008 16:00:00,102.07
27/06/2008 16:00:00,99.62
3/7/2008 16:00,101.48
11/7/2008 16:00,102.68
18/07/2008 16:00:00,100.99
25/07/2008 16:00:00,104.62
1/8/2008 16:00,103.97
8/8/2008 16:00,112.06
15/08/2008 16:00:00,116.67
22/08/2008 16:00:00,115.77
29/08/2008 16:00:00,116.44
5/9/2008 16:00,115.72
12/9/2008 16:00,117.27
19/09/2008 16:00:00,110.88
26/09/2008 16:00:00,112.55
3/10/2008 16:00,105.01
10/10/2008 16:00,87.48
17/10/2008 16:00:00,90.75
24/10/2008 16:00:00,75.84
31/10/2008 16:00:00,85.05
7/11/2008 16:00,78.75
14/11/2008 16:00:00,72.26
21/11/2008 16:00:00,72.68
28/11/2008 16:00:00,77.11
5/12/2008 16:00,80.19
12/12/2008 16:00,77.8
19/12/2008 16:00:00,80.01
26/12/2008 16:00:00,81.11
2/1/2009 16:00,85.55
9/1/2009 16:00,80.76
16/01/2009 16:00:00,82.16
23/01/2009 16:00:00,80.98
30/01/2009 16:00:00,82.04
6/2/2009 16:00,79.37
13/02/2009 16:00:00,78.47
20/02/2009 16:00:00,77.75
27/02/2009 16:00:00,63.11
6/3/2009 16:00,58.85
13/03/2009 16:00:00,61.2
20/03/2009 16:00:00,67.78
27/03/2009 16:00:00,71.28
3/4/2009 16:00,67.31
9/4/2009 16:00,73.32
17/04/2009 16:00:00,76.94
24/04/2009 16:00:00,77.08
1/5/2009 16:00,81.59
8/5/2009 16:00,82.46
15/05/2009 16:00:00,79.93
22/05/2009 16:00:00,81.44
29/05/2009 16:00:00,83.63
5/6/2009 16:00,86.17
12/6/2009 16:00,82.77
19/06/2009 16:00:00,82.55
26/06/2009 16:00:00,80.97
2/7/2009 16:00,79.52
10/7/2009 16:00,77.91
17/07/2009 16:00:00,81.09
24/07/2009 16:00:00,74.08
31/07/2009 16:00:00,74.76
7/8/2009 16:00,76.76
14/08/2009 16:00:00,74.59
21/08/2009 16:00:00,74.92
28/08/2009 16:00:00,74.95
4/9/2009 16:00,75.28
11/9/2009 16:00,75.64
18/09/2009 16:00:00,80.08
25/09/2009 16:00:00,77.89
2/10/2009 16:00,75.37
9/10/2009 16:00,75.82
16/10/2009 16:00:00,75.44
23/10/2009 16:00:00,72.19
30/10/2009 16:00:00,68.79
6/11/2009 16:00,73.77
13/11/2009 16:00:00,76.07
20/11/2009 16:00:00,76.1
27/11/2009 16:00:00,77.1
4/12/2009 16:00,78.21
11/12/2009 16:00,76.78
18/12/2009 16:00:00,76.34
24/12/2009 16:00:00,75.11
31/12/2009 16:00:00,75.35
8/1/2010 16:00,75.61
15/01/2010 16:00:00,76.76
22/01/2010 16:00:00,75.58
29/01/2010 16:00:00,74.52
5/2/2010 16:00,75.72
12/2/2010 16:00,75.58
19/02/2010 16:00:00,77.21
26/02/2010 16:00:00,77.76
5/3/2010 16:00,81.27
12/3/2010 16:00,83.09
19/03/2010 16:00:00,86.9
26/03/2010 16:00:00,84.24
1/4/2010 16:00,83.88
9/4/2010 16:00,82.79
16/04/2010 16:00:00,82.99
23/04/2010 16:00:00,86.92
30/04/2010 16:00:00,84.89
7/5/2010 16:00,81.27
14/05/2010 16:00:00,80.79
21/05/2010 16:00:00,81.16
28/05/2010 16:00:00,79.92
4/6/2010 16:00,77.39
11/6/2010 16:00,78.75
18/06/2010 16:00:00,80.69
25/06/2010 16:00:00,78.05
2/7/2010 16:00,74.44
9/7/2010 16:00,75.24
16/07/2010 16:00:00,73.93
23/07/2010 16:00:00,73.95
30/07/2010 16:00:00,75.15
6/8/2010 16:00,75.07
13/08/2010 16:00:00,72.72
20/08/2010 16:00:00,73.2
27/08/2010 16:00:00,72.27
3/9/2010 16:00,70.72
10/9/2010 16:00,70.38
17/09/2010 16:00:00,69.75
24/09/2010 16:00:00,73.13
1/10/2010 16:00,69.61
8/10/2010 16:00,70.1
15/10/2010 16:00:00,70.02
22/10/2010 16:00:00,71.78
29/10/2010 16:00:00,71.29
5/11/2010 16:00,73.27
12/11/2010 16:00,69.49
19/11/2010 16:00:00,69.43
26/11/2010 16:00:00,68.8
3/12/2010 16:00,69.18
10/12/2010 16:00,68.84
17/12/2010 16:00:00,70.07
23/12/2010 16:00:00,69.25
31/12/2010 16:00:00,69.91
7/1/2011 16:00,73.63
14/01/2011 16:00:00,74.5
21/01/2011 16:00:00,79.22
28/01/2011 16:00:00,78.2
4/2/2011 16:00,80.71
11/2/2011 16:00,81.69
18/02/2011 16:00:00,81.81
25/02/2011 16:00:00,80.11
4/3/2011 16:00,79.85
11/3/2011 16:00,80.47
18/03/2011 16:00:00,80.53
25/03/2011 16:00:00,80.37
1/4/2011 16:00,80.98
8/4/2011 16:00,80.5
15/04/2011 16:00:00,78.19
21/04/2011 16:00:00,77.78
29/04/2011 16:00:00,79.25
6/5/2011 16:00,79.95
13/05/2011 16:00:00,79.59
20/05/2011 16:00:00,79.75
27/05/2011 16:00:00,77.26
3/6/2011 16:00,76.28
10/6/2011 16:00,77.3
17/06/2011 16:00:00,80.01
24/06/2011 16:00:00,79.2
1/7/2011 16:00,81.97
8/7/2011 16:00,80.51
15/07/2011 16:00:00,78.37
22/07/2011 16:00:00,79.6
29/07/2011 16:00:00,75.73
5/8/2011 16:00,72.82
12/8/2011 16:00,69.12
19/08/2011 16:00:00,69.39
26/08/2011 16:00:00,73.25
2/9/2011 16:00,71.37
9/9/2011 16:00,71.57
16/09/2011 16:00:00,76.03
23/09/2011 16:00:00,72.09
30/09/2011 16:00:00,72.64
7/10/2011 16:00,74
14/10/2011 16:00:00,75.99
21/10/2011 16:00:00,77.4
28/10/2011 16:00:00,75.43
4/11/2011 16:00,76.52
11/11/2011 16:00,77.42
18/11/2011 16:00:00,75.1
25/11/2011 16:00:00,75.39
2/12/2011 16:00,77.82
9/12/2011 16:00,77.42
16/12/2011 16:00:00,77.1
23/12/2011 16:00:00,81.41
30/12/2011 16:00:00,80.9
6/1/2012 16:00,79.98
13/01/2012 16:00:00,81.52
20/01/2012 16:00:00,82.78
27/01/2012 16:00:00,82.02
3/2/2012 16:00,84.59
10/2/2012 16:00,87.51
17/02/2012 16:00:00,87.99
24/02/2012 16:00:00,89.53
2/3/2012 16:00,88.5
9/3/2012 16:00,88.91
16/03/2012 16:00:00,89.32
23/03/2012 16:00:00,89.77
30/03/2012 16:00:00,89.86
5/4/2012 16:00,90.15
13/04/2012 16:00:00,89.3
20/04/2012 16:00:00,90.84
27/04/2012 16:00:00,91.3
4/5/2012 16:00,87.83
11/5/2012 16:00,85.21
18/05/2012 16:00:00,82.78
25/05/2012 16:00:00,82.71
1/6/2012 16:00,81.22
8/6/2012 16:00,83.29
15/06/2012 16:00:00,83.45
22/06/2012 16:00:00,85.35
29/06/2012 16:00:00,87.08
6/7/2012 16:00,86.86
13/07/2012 16:00:00,87.25
20/07/2012 16:00:00,87.71
27/07/2012 16:00:00,90.2
3/8/2012 16:00,89.39
10/8/2012 16:00,91.03
17/08/2012 16:00:00,92.4
24/08/2012 16:00:00,92.45
31/08/2012 16:00:00,91.14
7/9/2012 16:00,92.18
14/09/2012 16:00:00,92.52
21/09/2012 16:00:00,91.29
28/09/2012 16:00:00,93.38
5/10/2012 16:00,94.37
12/10/2012 16:00,92.96
19/10/2012 16:00:00,92.89
26/10/2012 16:00:00,92.84
2/11/2012 16:00,93.72
9/11/2012 16:00,89.98
16/11/2012 16:00:00,88.46
23/11/2012 16:00:00,91.83
30/11/2012 16:00:00,93.3
7/12/2012 16:00,91.9
14/12/2012 16:00:00,88.96
21/12/2012 16:00:00,93.13
28/12/2012 16:00:00,91.34
4/1/2013 16:00,93.9
11/1/2013 16:00,93.71
18/01/2013 16:00:00,93.97
25/01/2013 16:00:00,92.39
1/2/2013 16:00,87.22
8/2/2013 16:00,88.01
15/02/2013 16:00:00,87.87
22/02/2013 16:00:00,88.12
1/3/2013 16:00,88.17
8/3/2013 16:00,89.99
15/03/2013 16:00:00,92.74
22/03/2013 16:00:00,92.26
28/03/2013 16:00:00,96.52
5/4/2013 16:00,94.53
12/4/2013 16:00,97.18
19/04/2013 16:00:00,96.28
26/04/2013 16:00:00,98.97
3/5/2013 16:00,102.01
10/5/2013 16:00,101.94
17/05/2013 16:00:00,106.41
24/05/2013 16:00:00,107.06
31/05/2013 16:00:00,105.83
7/6/2013 16:00,107.36
14/06/2013 16:00:00,107.7
21/06/2013 16:00:00,105.06
28/06/2013 16:00:00,108.46
5/7/2013 16:00,108.66
12/7/2013 16:00,112.53
19/07/2013 16:00:00,115.55
26/07/2013 16:00:00,120
2/8/2013 16:00,123.77
9/8/2013 16:00,124.02
16/08/2013 16:00:00,122.2
23/08/2013 16:00:00,126
30/08/2013 16:00:00,122.42
6/9/2013 16:00,123.73
13/09/2013 16:00:00,127.25
20/09/2013 16:00:00,128
27/09/2013 16:00:00,129.24
4/10/2013 16:00,122.5
11/10/2013 16:00,126.17
18/10/2013 16:00:00,128.9
25/10/2013 16:00:00,134
1/11/2013 16:00,134.55
8/11/2013 16:00,138.11
15/11/2013 16:00:00,137.45
22/11/2013 16:00:00,140.88
29/11/2013 16:00:00,141.67
6/12/2013 16:00,138.19
13/12/2013 16:00:00,139.03
20/12/2013 16:00:00,144.21
27/12/2013 16:00:00,148.13
3/1/2014 16:00,147.06
10/1/2014 16:00,149.45
17/01/2014 16:00:00,153.82
24/01/2014 16:00:00,147.76
31/01/2014 16:00:00,150.91
7/2/2014 16:00,155.13
14/02/2014 16:00:00,162.89
21/02/2014 16:00:00,164.33
28/02/2014 16:00:00,162.3
7/3/2014 16:00,166.57
14/03/2014 16:00:00,162.42
21/03/2014 16:00:00,157.4
28/03/2014 16:00:00,160.54
4/4/2014 16:00,159.61
11/4/2014 16:00,153.82
17/04/2014 16:00:00,160.25
25/04/2014 16:00:00,161.09
2/5/2014 16:00,163.9
9/5/2014 16:00,165.18
16/05/2014 16:00:00,162.1
23/05/2014 16:00:00,162.64
30/05/2014 16:00:00,163.65
6/6/2014 16:00,167.17
13/06/2014 16:00:00,164.04
20/06/2014 16:00:00,165.4
27/06/2014 16:00:00,162.7
3/7/2014 16:00,159.9
11/7/2014 16:00,160.31
18/07/2014 16:00:00,162.49
25/07/2014 16:00:00,170.04
1/8/2014 16:00,167.12
8/8/2014 16:00,165.8
15/08/2014 16:00:00,169.16
22/08/2014 16:00:00,175.15
29/08/2014 16:00:00,174
5/9/2014 16:00,174.58
12/9/2014 16:00,174.43
19/09/2014 16:00:00,180.74
26/09/2014 16:00:00,181.58
3/10/2014 16:00,178.34
10/10/2014 16:00,174.47
17/10/2014 16:00:00,176.24
24/10/2014 16:00:00,181.33
31/10/2014 16:00:00,190.57
7/11/2014 16:00,186.15
14/11/2014 16:00:00,186.6
21/11/2014 16:00:00,187.93
28/11/2014 16:00:00,191.56
5/12/2014 16:00,189.87
12/12/2014 16:00,185.18
19/12/2014 16:00:00,192.85
26/12/2014 16:00:00,196.84
2/1/2015 16:00,193.31
9/1/2015 16:00,195.02
16/01/2015 16:00:00,194.71
23/01/2015 16:00:00,197.44
30/01/2015 16:00:00,188.37
6/2/2015 16:00,195.24
13/02/2015 16:00:00,196.95
20/02/2015 16:00:00,203.99
27/02/2015 16:00:00,200.05
6/3/2015 16:00,197.66
13/03/2015 16:00:00,197.11
20/03/2015 16:00:00,203.77
27/03/2015 16:00:00,202.23
2/4/2015 16:00,198.72
10/4/2015 16:00,200.4
17/04/2015 16:00:00,194.82
24/04/2015 16:00:00,195.37
1/5/2015 16:00,189
8/5/2015 16:00,190.48
15/05/2015 16:00:00,192.36
22/05/2015 16:00:00,192.86
29/05/2015 16:00:00,188.2
5/6/2015 16:00,189.33
12/6/2015 16:00,190.98
19/06/2015 16:00:00,191.14
26/06/2015 16:00:00,188.64
2/7/2015 16:00,187.3
10/7/2015 16:00,194.19
17/07/2015 16:00:00,201.18
24/07/2015 16:00:00,201.04
31/07/2015 16:00:00,207.1
7/8/2015 16:00,209.09
14/08/2015 16:00:00,211.96
21/08/2015 16:00:00,204.68
28/08/2015 16:00:00,203.9
4/9/2015 16:00,202.62
11/9/2015 16:00,206.81
18/09/2015 16:00:00,203.31
25/09/2015 16:00:00,203.89
2/10/2015 16:00,206.61
9/10/2015 16:00,213.26
16/10/2015 16:00:00,209.78
23/10/2015 16:00:00,219.32
30/10/2015 16:00:00,219.83
6/11/2015 16:00,216.63
13/11/2015 16:00:00,213.16
20/11/2015 16:00:00,226.06
27/11/2015 16:00:00,225.91
4/12/2015 16:00,218.39
11/12/2015 16:00,217.2
18/12/2015 16:00:00,212.18
24/12/2015 16:00:00,218.56
31/12/2015 16:00:00,217.15
8/1/2016 16:00,212.91
15/01/2016 16:00:00,215.99
22/01/2016 16:00:00,212.04
29/01/2016 16:00:00,211
5/2/2016 16:00,211.94
12/2/2016 16:00,206.08
19/02/2016 16:00:00,213.62
26/02/2016 16:00:00,217.24
4/3/2016 16:00,218.72
11/3/2016 16:00,217.05
18/03/2016 16:00:00,220.91
24/03/2016 16:00:00,218
1/4/2016 16:00,223.11
8/4/2016 16:00,226.3
15/04/2016 16:00:00,225.81
22/04/2016 16:00:00,226.83
29/04/2016 16:00:00,232.38
6/5/2016 16:00,240.26
13/05/2016 16:00:00,242.12
20/05/2016 16:00:00,240.07
27/05/2016 16:00:00,240.09
3/6/2016 16:00,238.92
10/6/2016 16:00,240.58
17/06/2016 16:00:00,237.56
24/06/2016 16:00:00,239.7
1/7/2016 16:00,249.35
8/7/2016 16:00,251.9
15/07/2016 16:00:00,256.98
22/07/2016 16:00:00,257.31
29/07/2016 16:00:00,252.73
5/8/2016 16:00,260.29
